,Gene,aboral-1,aboral-2,aboral-3,aboral-4,oral-1,oral-2,oral-3,oral-4
3077,ML077635a,12.23152167,21.29221848,24.8280348,17.7075398,4.583867497,9.751063355,10.97641549,12.26339955
3078,ML038710a,1023.684275,709.7406161,649.8096004,589.2675744,799.4264915,985.9408503,1115.935575,1219.650828
3079,ML005360a,531.6007495,500.3671344,494.8484177,588.2838222,863.6006364,672.8233715,701.2709899,518.4073445
3080,ML015724a,764.9405475,1132.923458,1128.391375,1267.072848,806.7606795,776.8347139,907.3836809,809.3843701
3081,ML02012a,117.6107853,156.1429355,192.6313045,31.48007075,84.34316194,34.67044748,70.73689985,50.16845269
3082,ML001512a,556.0637929,607.7154025,487.1431655,564.6737691,428.1332242,496.2207796,443.9350267,472.6983098
3083,ML24287a,1985.270056,2164.708879,2244.796801,2214.426227,797.5929445,1138.70751,1909.896296,1898.597221
3084,ML18935a,11.29063539,4.435878851,5.136834785,2.951256633,5.500640996,14.08486929,21.95283099,21.18223558
3085,ML038011a,421.5170545,329.1422107,371.5643828,395.4683888,380.4610023,448.5489143,595.1656402,591.9877418
3086,ML04762a,0.940886282,0.88717577,0,0.983752211,5.500640996,3.250354452,1.219601722,6.689127026
3087,ML00492a,155.2462366,140.1737717,141.2629566,132.8065485,135.6824779,104.0113424,90.2505274,96.99234188
3088,ML02667a,307.6698143,641.4280818,635.2552351,775.1967423,286.0333318,461.5503321,463.4486542,294.3215891
3089,ML05659a,4.704431412,12.42046078,2.568417393,6.886265477,14.66837599,17.33522374,37.80765337,5.574272522
3090,ML076032a,265.3299316,225.3426456,255.129461,269.5481058,304.3688018,349.9548293,300.0220235,288.7473166
3091,ML120747a,890.0784231,1005.170148,691.7604178,1103.769981,671.0782016,582.8968983,836.646781,692.3246472
3092,ML167052a,293.5565201,155.2557598,283.3820523,572.5437868,309.8694428,465.8841381,776.8862967,861.7825318
3093,ML24333a,88.44331054,73.63558892,63.35429569,73.78141583,115.5134609,98.59408503,92.68973084,94.76263287
3094,ML009151a,723.5415511,1324.553425,1150.650992,2056.042121,1068.041127,627.3184091,808.5959414,839.4854417
3095,ML03552a,291.6747475,272.3629614,307.353948,306.9306898,259.4469003,226.4413601,235.3831323,254.186827
3096,ML04976a,200.4087781,337.1267926,322.7644524,356.1183004,246.6120713,209.1061364,241.4811409,156.0796306
3097,ML200213a,594.6401304,578.4386021,500.8413916,541.0637161,719.667197,579.6465439,770.7882881,647.730467
3098,ML218816a,65.86203976,102.9123893,77.05252178,91.48895562,59.59027746,69.34089497,54.88207747,54.62787071
3099,ML116915a,747.0637082,565.1309656,646.3850438,989.6547243,626.1563001,477.8021044,591.506835,451.5160742
3100,ML019810a,139.2511698,117.9943774,110.4419479,148.5465839,106.3457259,105.0947939,91.47012912,84.72894233
3101,ML124225a,149.6009189,166.7890448,142.1190957,215.4417342,102.6786319,98.59408503,157.3286221,121.519141
3102,ML35914a,1398.157016,2891.305835,1645.49941,3226.707252,409.7977542,1069.366615,1913.555101,1487.215909
3103,ML27841a,91.26596939,143.7224748,145.5436523,144.611575,262.1972208,107.2616969,224.4067168,224.0857554
3104,ML05977a,302.9653829,456.8955216,387.8310263,400.3871499,374.0435878,230.7751661,208.5518944,288.7473166
3105,ML20101a,178.7683936,360.1933627,270.5399654,287.2556456,184.2714734,164.6846255,237.8223357,180.6064297
3106,ML18775a,48.92608668,63.87665545,75.34024352,65.91139814,22.00256399,32.50354452,47.56446714,54.62787071
3107,ML092616a,189.1181428,710.6277919,325.3328697,666.9839991,155.8514949,125.6803721,376.856932,304.3552797
3108,ML03719a,4.704431412,39.92290966,8.561391309,6.886265477,0.916773499,5.417257419,6.098008608,4.459418017
3109,ML08832a,1586.334272,1866.61782,1782.481671,2089.489696,1619.022,1487.578887,1583.043035,1402.486966
3110,ML104337a,1066.965044,322.0448046,238.0066784,2025.545802,154.0179479,171.1853344,323.1944562,758.1010629
3111,ML050815a,5.645317694,0.88717577,4.280695655,0,7.334187995,10.83451484,9.756813773,8.918836035
3112,ML38411a,4.704431412,18.63069117,5.992973916,8.853769899,1.833546999,6.500708903,0,1.114854504
3113,ML220710a,820.4528382,1561.429355,1757.653636,1354.626795,1179.887494,438.797851,997.6342083,784.857571
3114,ML082714a,0,0,1.712278262,0,2.750320498,5.417257419,4.878406886,2.229709009
3115,ML05503a,63.9802672,85.16887393,91.60688701,82.63518573,88.01025594,115.9293088,128.0581808,112.6003049
3116,ML154187a,1101.777837,1014.929081,1046.202018,1090.981202,1030.453413,680.4075319,880.552443,812.7289336
3117,ML10554a,27.28570219,31.05115195,23.11575653,14.75628317,42.17158097,34.67044748,34.14884821,44.59418017
3118,ML20643a,2.822658847,1.77435154,3.424556524,0.983752211,9.167734994,7.584160387,3.658805165,7.80398153
3119,ML23839a,304.8471555,185.419736,298.7925567,207.5717165,184.2714734,105.0947939,175.6226479,206.2480833
3120,ML00134a,131.7240795,167.6762206,185.7821914,125.920283,262.1972208,187.4371067,169.5246393,221.8560464
3121,ML062225a,0,0,0,0,2.750320498,1.083451484,4.878406886,1.114854504
3122,ML01793a,55.51229066,85.16887393,47.94379133,52.13886718,20.16901699,43.33805935,45.1252637,37.90505315
3123,ML10234a,222.0491626,158.8044629,172.0839653,227.2467607,100.8450849,151.6832077,157.3286221,154.9647761
3124,ML01417a,1187.398488,2121.237266,1304.756036,1467.758299,980.9476444,1113.788125,1268.38579,1130.462467
3125,ML05133a,247.4530923,145.4968263,122.4278957,153.4653449,143.9334394,89.92647316,97.56813773,112.6003049
3126,ML073223a,166.536872,239.5374579,195.1997218,158.384106,143.9334394,101.8444395,125.6189773,171.6875937
3127,ML07805a,150.5418052,147.2711778,142.1190957,143.6278228,234.6940158,197.1881701,153.6698169,172.8024482
3128,ML03268a,7.527090259,53.23054621,3.424556524,0,866.3509569,632.7356666,0,3.344563513
3129,ML02482a,729.1868688,1278.420285,2032.474297,1930.121838,1041.454695,565.5616746,1219.601722,778.168444
3130,ML05962a,2414.3142,950.1652498,1527.35221,3598.565588,2429.449773,3215.684004,5045.492322,4169.555846
3131,ML06905a,37.63545129,27.50244887,32.53328697,41.31759286,58.67350396,47.67186529,41.46645854,57.97243422
3132,ML137713a,154.3053503,12.42046078,175.5085218,23.61005306,23.83611098,20.58557819,37.80765337,46.82388918
3133,ML35931a,38.57633758,34.59985503,26.54031306,25.57755749,33.92061948,53.08912271,58.54088264,50.16845269
3134,ML07142a,116.669899,263.4912037,250.8487654,188.8804245,16.50192299,148.4328533,117.0817653,102.5666144
3135,ML148916a,83.73887913,118.8815532,74.48410439,58.04138045,33.00384598,48.75531677,59.76048436,68.00612476
3136,ML051327a,282.2658847,333.5780896,318.4837567,281.3531324,275.0320498,241.6096809,180.5010548,246.3828455
3137,ML06553a,7.527090259,178.3223298,22.2596174,26.5613097,11.00128199,5.417257419,40.24685681,4.459418017
3138,ML1541106a,391.4086935,399.2290966,399.8169741,432.8509728,261.2804473,362.9562471,351.2452958,334.4563513
3139,ML27057a,168.4186445,296.3167072,183.213774,199.7016988,63.25737146,166.8515285,150.0110118,148.2756491
3140,ML007332a,1265.49205,1540.137137,2153.189914,1113.607503,998.3663408,1288.223814,412.2253819,1007.828472
3141,ML040727a,283.206771,449.7981155,466.5958263,467.2823002,344.7068358,266.529065,318.3160493,311.0444067
3142,ML343424a,31.9901336,26.6152731,53.08062612,26.5613097,4.583867497,24.91938413,17.0744241,20.06738108
3143,ML36932a,413.9899642,569.5668444,378.4134959,501.7136276,396.9629252,175.5191404,362.2217113,325.5375153
3144,ML024916a,539.1278398,621.9102149,609.5710612,686.6590433,638.0743556,729.1628486,963.4853601,803.8100976
3145,ML29462a,47.04431412,37.26138235,53.08062612,47.22010613,61.42382446,47.67186529,104.8857481,73.58039728
3146,ML01634a,199.4678919,231.552876,250.8487654,247.9055572,133.8489309,151.6832077,217.0891064,192.8698292
3147,ML03346a,431.8668036,479.9620916,431.494122,448.5910082,570.2331166,544.9760964,517.11113,482.7320004
3148,ML375914a,41.39899642,53.23054621,60.78587829,32.46382296,53.17286297,97.51063355,65.85849297,76.9249608
3149,ML06419a,0.940886282,0,0,0,3.667093998,1.083451484,1.219601722,5.574272522
3150,ML1541100a,0.940886282,0.88717577,0,0.983752211,0,16.25177226,7.31761033,1.114854504
3151,ML07914a,880.6695603,508.3517163,719.15687,457.4447781,714.166556,1275.222396,835.4271793,949.8560377
3152,ML28616a,267.2117042,385.0342842,400.6731133,646.3252026,252.1127123,172.2687859,346.3668889,312.1592612
3153,ML01171a,189.1181428,222.6811183,162.6664349,241.0192917,86.17670894,172.2687859,126.838579,171.6875937
3154,ML01344a,307.6698143,358.4190111,333.8942611,674.8540168,164.1024564,268.695968,347.5864907,277.5987716
3155,ML085910a,305.7880418,180.9838571,234.5821219,197.7341944,438.2177327,342.3706689,274.4103874,257.5313905
3156,ML24542a,28.22658847,38.14855812,14.55436523,7.870017688,6.417414496,2.166902968,18.29402582,4.459418017
3157,ML043521a,579.5859499,605.941051,593.3044177,726.0091317,233.7772423,517.8898093,496.3779007,483.8468549
3158,ML008714a,187.2363702,112.6713228,142.1190957,66.89515035,403.3803397,136.514887,152.4502152,226.3154644
3159,ML07536a,169.3595308,235.9887549,160.0980175,252.8243182,111.8463669,123.5134692,191.4774703,143.8162311
3160,ML29494a,561.7091106,736.3558892,612.9956177,662.065238,534.4789502,496.2207796,576.8716143,513.9479265
3161,ML351712a,109.1428088,84.28169816,106.1612522,96.40771668,225.5262809,120.2631147,130.4973842,110.3705959
3162,ML026513a,564.5317694,629.007621,590.7360003,740.7654149,344.7068358,436.630948,568.3344023,548.5084161
3163,ML183515a,799.75334,1395.527486,1422.047096,1107.70499,1085.459823,573.145835,907.3836809,659.9938666
3164,ML276922a,94.08862823,110.8969713,107.0173914,96.40771668,51.33931597,92.09337613,76.83490846,73.58039728
3165,ML09987a,19.75861193,16.85633963,12.84208696,9.83752211,29.33675198,34.67044748,12.19601722,37.90505315
3166,ML01738a,195.7043467,151.7070567,136.1261218,142.6440706,316.2868573,208.0226849,176.8422496,187.2955567
3167,ML079716a,143.0147149,191.6299663,169.5155479,136.7415573,155.8514949,112.6789543,90.2505274,92.53292386
3168,ML073246a,69.62558489,33.71267926,52.22448699,39.35008844,79.75929445,63.92363755,57.32128092,117.059723
3169,ML141129a,5.645317694,3.54870308,4.280695655,2.951256633,8.250961495,6.500708903,18.29402582,8.918836035
3170,ML25289a,146.77826,175.6608025,203.7611132,374.8095924,104.5121789,153.8501107,180.5010548,122.6339955
3171,ML148933a,446.9209841,492.3825524,482.8624698,521.3886718,519.8105742,644.6536329,689.0749727,538.4747256
3172,ML01405a,845.8567678,810.8786539,785.079583,689.6102999,452.8861087,491.8869737,845.1839931,452.6309288
3173,ML45138a,297.3200652,397.454745,347.5924871,341.3620172,333.7055538,235.108972,251.2379547,254.186827
3174,ML000129a,373.5318541,183.6453844,113.8665044,121.9852742,341.9565153,260.0283561,346.3668889,409.1516031
3175,ML024910a,190.9999153,103.7995651,145.5436523,116.0827609,237.4443363,186.3536552,158.5482238,209.5926468
3176,ML01675a,68.68469861,125.9789594,80.47707831,127.8877874,61.42382446,50.92221974,93.90933256,44.59418017
3177,ML14241a,259.6846139,281.2347191,275.6768002,285.2881412,124.6811959,167.93498,203.6734875,277.5987716
3178,ML27898a,54.57140438,40.81008543,28.25259132,34.43132739,22.91933749,16.25177226,24.39203443,31.21592612
3179,ML074411a,10.34974911,5.323054621,22.2596174,42.30134507,2.750320498,3.250354452,10.97641549,10.03369054
3180,ML056957a,353.7732422,362.85489,371.5643828,321.686973,516.1434802,372.7073104,484.1818835,393.54364
3181,ML05517a,26.34481591,16.85633963,20.54733914,24.59380528,29.33675198,29.25319006,41.46645854,41.24961666
3182,ML090213a,518.4283416,740.7917681,658.3709917,710.2690964,385.9616432,459.3834292,585.4088264,563.0015247
3183,ML00494a,811.9848617,650.2998395,763.6761048,939.4833615,712.333009,659.8219537,480.5230783,584.1837603
3184,ML218827a,0.940886282,0,1.712278262,0,3.667093998,2.166902968,4.878406886,5.574272522
3185,ML258238a,29.16747475,31.05115195,26.54031306,36.39883181,12.83482899,24.91938413,19.51362755,17.83767207
3186,ML32073a,121.3743304,114.4456743,124.9963131,98.3752211,210.8579049,165.768077,128.0581808,128.208268
3187,ML327447a,60.21672207,80.73299508,59.07360003,36.39883181,28.41997848,45.50496232,25.61163615,44.59418017
3188,ML07607a,42.33988271,43.47161274,25.68417393,49.18761055,14.66837599,35.75389897,18.29402582,23.41194459
3189,ML043517a,433.7485762,395.6803935,440.9116524,489.9086011,308.9526693,315.2843818,417.1037888,370.1316954
3190,ML218836a,3.763545129,3.54870308,5.136834785,3.935008844,5.500640996,13.00141781,8.537212051,13.37825405
3191,ML26796a,47.04431412,51.45619467,51.36834785,34.43132739,75.17542695,31.42009303,109.7641549,108.1408869
3192,ML346315a,47.04431412,27.50244887,20.54733914,21.64254864,70.59155945,35.75389897,37.80765337,60.20214323
3193,ML27951a,184.4137113,185.419736,196.9120001,212.4904776,277.7823703,251.3607443,220.7479116,217.3966283
3194,ML002638a,3429.530499,3137.940699,3480.205567,2998.476739,3639.590793,4051.025098,3484.402119,4106.009139
3195,ML239514a,426.2214859,359.3061869,416.9397568,402.3546543,572.9834371,483.2193618,439.0566198,463.7794738
3196,ML018041a,235.2215706,118.8815532,145.5436523,150.5140883,51.33931597,157.1004652,81.71331535,98.10719638
3197,ML10109a,6901.400881,9489.232037,6427.036456,7237.465016,5987.447725,6178.923812,5679.685218,6370.278638
3198,ML043519a,295.4382927,295.4295315,273.9645219,355.1345482,150.3508539,222.1075542,265.8731753,259.7610995
3199,ML07913a,450.6845292,554.4848563,540.2237916,570.5762824,450.1357882,456.1330747,432.9586112,430.3338387
3200,ML093029a,115.7290127,183.6453844,66.77885221,124.9365308,152.1844009,111.5955028,428.0802043,227.4303189
3201,ML223536a,42.33988271,57.66642506,53.93676525,65.91139814,25.66965798,20.58557819,40.24685681,49.05359819
3202,ML07919a,0.940886282,3.54870308,1.712278262,11.80502653,0.916773499,0,1.219601722,0
3203,ML007436a,869.3789249,1673.213502,1173.766748,1432.343219,848.0154869,890.5971197,1093.982744,940.9372016
3204,ML128412a,4.704431412,3.54870308,5.992973916,2.951256633,11.91805549,7.584160387,7.31761033,14.49310856
3205,ML13551a,12.23152167,4.435878851,9.41753044,10.82127432,2.750320498,3.250354452,3.658805165,4.459418017
3206,ML095510a,1.881772565,0.88717577,4.280695655,2.951256633,0,0,0,0
3207,ML04652a,51.74874553,70.08688584,95.03144353,131.8227963,31.17029898,57.42292864,75.61530674,34.56048963
3208,ML053617a,9.408862823,24.84092156,23.97189567,29.51256633,50.42254247,24.91938413,62.1996878,30.10107162
3209,ML04935a,49.86697296,100.250862,81.33321744,68.86265477,65.09091846,52.00567122,36.58805165,33.44563513
3210,ML015631a,123.256103,122.4302563,104.448974,126.9040352,154.0179479,131.0976295,167.0854359,153.8499216
3211,ML49213a,0,0,0,0,1.833546999,5.417257419,1.219601722,1.114854504
3212,ML00226a,219.2265038,274.137313,277.3890784,348.2482827,106.3457259,183.1033008,239.0419374,226.3154644
3213,ML032917a,748.9454807,701.7560342,772.2374961,847.0106537,1164.302344,844.0087059,918.3600964,869.5865134
3214,ML45396a,112.9063539,172.9992752,130.1331479,166.2541237,102.6786319,110.5120514,112.2033584,111.4854504
3215,ML015728a,574.8815185,694.658628,648.0973221,821.4330962,616.9885651,516.8063578,563.4559954,482.7320004
3216,ML08521a,63.03938092,59.4407766,55.64904351,81.65143351,39.42126047,45.50496232,43.90566198,53.51301621
3217,ML05821a,267.2117042,236.8759306,374.9889393,265.613097,339.2061948,377.0411164,456.1310439,345.6048963
3218,ML005312a,823.275497,813.5401812,814.1883135,817.4980874,697.664633,780.0850684,693.9533796,665.5681391
3219,ML040515a,2682.466791,2595.876303,2422.87374,2620.71589,4790.141534,2757.384026,3120.960806,2956.594145
3220,ML055112a,4289.500561,8353.647051,5262.687238,8866.558678,3821.111946,2690.210034,6355.344571,4267.663043
3221,ML258249a,270.9752493,430.2802485,387.8310263,394.4846366,332.7887803,201.521976,292.7044132,257.5313905
3222,ML204420a,2215.787195,2372.308009,2203.702123,2378.712846,3139.032462,2357.590429,2783.131129,2626.597212
3223,ML173711a,1878.00902,3491.923831,2823.546854,4055.026614,2013.234605,2082.393752,2528.234369,2127.142394
3224,ML104622a,406.462874,480.8492674,432.3502611,468.2660524,334.6223273,406.2943064,335.3904734,396.8882035
3225,ML15198a,88.44331054,148.1583536,59.07360003,38.36633623,59.59027746,46.58841381,43.90566198,31.21592612
3226,ML19122a,18.81772565,27.50244887,35.9578435,23.61005306,46.75544847,42.25460787,36.58805165,39.01990765
3227,ML076025a,719.778006,853.4630909,856.1391309,952.2721403,539.9795911,697.7427556,756.1530674,707.9326102
3228,ML040726a,0.940886282,0,0,0,1.833546999,3.250354452,9.756813773,0
3229,ML20917a,17.87683936,7.097406161,17.97892175,13.77253095,23.83611098,26.00283561,18.29402582,36.79019864
3230,ML085713a,58.33494951,98.47651048,99.31213919,167.2378759,88.01025594,35.75389897,65.85849297,55.74272522
3231,ML13872a,297.3200652,260.8296764,290.2311654,290.2069023,391.4622842,409.5446609,313.4376425,304.3552797
3232,ML14121a,942.7680549,814.427357,809.9076178,991.6222287,649.0756376,526.5574211,754.9334657,835.0260237
3233,ML274611a,79.975334,258.1681491,104.448974,238.0680351,57.75673046,110.5120514,135.3757911,60.20214323
3234,ML010613a,1635.260359,1465.614372,1532.489044,1199.193945,1669.444542,1858.119295,1670.854359,1845.084205
3235,ML028012a,106.3201499,80.73299508,81.33321744,56.07387603,116.4302344,101.8444395,119.5209687,113.7151594
3236,ML05404a,47.9852004,47.90749159,35.10170437,23.61005306,65.09091846,46.58841381,56.10167919,72.46554278
3237,ML038014a,39.51722386,158.8044629,43.66309568,14.75628317,46.75544847,6.500708903,0,11.14854504
3238,ML18447a,0.940886282,1.77435154,1.712278262,0.983752211,2.750320498,6.500708903,3.658805165,7.80398153
3239,ML172114a,0,0,0,1.967504422,7.334187995,5.417257419,1.219601722,2.229709009
3240,ML120724a,741.4183905,801.1197204,779.0866091,752.5704414,899.3548029,871.094993,820.7919587,934.2480746
3241,ML11645a,229.5762529,235.1015791,301.3609741,238.0680351,400.6300192,349.9548293,276.8495908,280.9433351
3242,ML388111a,454.4480744,770.9557442,589.0237221,580.4138045,245.6952978,417.1288213,529.3071472,457.0903468
3243,ML02493a,486.438208,710.6277919,589.8798612,680.75653,638.9911291,343.4541204,328.0728631,422.5298571
3244,ML09255a,1568.457433,2970.264478,2100.965427,3023.070544,1070.791447,1608.925454,2213.577125,1623.228158
3245,ML020714a,509.960365,558.9207352,485.4308872,508.5998931,729.7517055,525.4739697,741.5178467,580.8391967
3246,ML079726a,74.3300163,285.670598,214.0347827,82.63518573,120.0973284,93.17682761,74.39570502,57.97243422
3247,ML124233a,111.9654676,102.9123893,100.1682783,129.8552919,59.59027746,80.1754098,82.93291707,101.4517599
3248,ML37551a,50.80785925,2.66152731,54.79290438,77.71642467,60.50705096,163.6011741,125.6189773,120.4042865
3249,ML01011a,17.87683936,83.39452239,30.82100871,46.23635392,20.16901699,32.50354452,20.73322927,11.14854504
3250,ML18103a,96.91128708,74.52276469,83.90163483,73.78141583,125.5979694,105.0947939,91.47012912,114.8300139
3251,ML015610a,2705.988948,3156.57139,2833.820523,3786.46226,1316.486745,2329.42069,2847.77002,2372.410385
3252,ML329917a,226.753594,259.0553249,347.5924871,293.1581589,406.1306602,315.2843818,424.4213991,331.1117878
3253,ML193212a,732.9504139,804.6684235,663.5078265,926.6945828,598.6530951,651.1543418,709.808202,544.0489981
3254,ML07604a,83.73887913,65.65100699,84.75777396,79.68392909,66.00769196,150.5997563,131.7169859,120.4042865
3255,ML062224a,0,0,0,1.967504422,2.750320498,3.250354452,9.756813773,1.114854504
3256,ML23997a,95.9704008,150.8198809,113.8665044,133.7903007,122.8476489,211.2730394,197.5754789,164.9984666
3257,ML104336a,802.5759988,565.1309656,345.8802089,1265.105343,240.1946568,407.3777579,361.0021096,665.5681391
3258,ML29319a,118.5516716,184.5325602,138.6945392,167.2378759,129.2650634,91.00992464,121.9601722,104.7963234
3259,ML085017a,0,0.88717577,0,0.983752211,1.833546999,6.500708903,4.878406886,1.114854504
3260,ML131718a,333.0737439,247.5220399,244.8557914,404.3221587,434.5506387,326.1188966,531.7463506,412.4961666
3261,ML14301a,7.527090259,4.435878851,3.424556524,2.951256633,9.167734994,11.91796632,9.756813773,11.14854504
3262,ML270510a,93.14774195,201.3888998,159.2418783,276.4343713,35.75416648,67.173992,198.7950806,40.13476216
3263,ML03682a,237.1033431,401.0034481,333.8942611,445.6397516,163.1856829,166.8515285,323.1944562,280.9433351
3264,ML017923a,206.0540958,189.8556148,200.3365566,109.1964954,27.50320498,130.0141781,95.12893429,131.5528315
3265,ML49551a,0,0,0,0,1.833546999,1.083451484,2.439203443,3.344563513
3266,ML03705a,30.10836103,51.45619467,41.09467828,56.07387603,29.33675198,30.33664155,32.92924648,21.18223558
3267,ML01918a,687.7878724,564.2437898,595.016696,544.0149727,408.8809807,546.0595479,380.5157371,536.2450166
3268,ML32959a,1222.211281,1434.56322,1081.303722,1453.002016,869.1012774,1059.615551,1159.841237,1078.064306
3269,ML082718a,222.0491626,301.6397618,280.8136349,347.2645305,47.67222197,198.2716215,209.7714961,201.7886653
3270,ML220722a,631.3346955,551.823329,583.0307481,619.7638929,1075.375315,703.160013,646.3889125,697.8989197
3271,ML01561a,17.87683936,37.26138235,16.26664349,31.48007075,10.08450849,4.333805935,17.0744241,17.83767207
3272,ML06052a,167.4777583,204.9376029,178.9330784,276.4343713,192.5224349,147.3494018,126.838579,122.6339955
3273,ML09832a,531.6007495,770.9557442,603.5780873,641.4064416,436.3841857,447.4654628,626.8752849,450.4012197
3274,ML358821a,682.1425547,536.7413409,577.8939134,601.0726009,981.8644179,642.4867299,750.0550588,690.0949382
3275,ML47553a,2001.265123,2497.399793,2120.656627,2087.522192,3057.439621,2431.26513,2559.944014,2449.335346
3276,ML214311a,0,0.88717577,0,0,0.916773499,3.250354452,6.098008608,1.114854504
3277,ML02635a,466.679596,395.6803935,427.2134263,502.6973798,534.4789502,527.6408726,554.9187833,513.9479265
3278,ML09986a,1282.428003,1217.205157,1274.791166,1327.081733,1162.468797,1163.626894,1114.715974,1060.226634
3279,ML208711a,1031.211365,1568.526762,1261.949079,1403.814405,872.7683714,1020.611298,1124.472787,1124.888195
3280,ML05295a,115.7290127,99.36368625,99.31213919,114.1152565,170.5198709,188.5205582,145.1326049,95.87748737
3281,ML19401a,53.63051809,35.4870308,26.54031306,56.07387603,55.92318346,52.00567122,78.05451018,86.95865134
3282,ML08522a,90.3250831,123.317432,104.448974,107.228991,209.9411314,125.6803721,107.3249515,162.7687576
3283,ML218911a,309.5515869,440.9263578,511.9712003,524.3399285,294.2842933,262.1952591,386.6137458,366.7871319
3284,ML047917a,484.5564354,793.1351385,452.0414611,618.7801407,309.8694428,382.4583738,545.1619696,425.8744206
3285,ML004434a,39.51722386,43.47161274,65.92271308,47.22010613,8.250961495,43.33805935,30.49004304,21.18223558
3286,ML00897a,540.0687261,566.9053171,595.016696,598.1213443,440.0512797,461.5503321,531.7463506,516.1776355
3287,ML046427a,308.6107006,263.4912037,232.8698436,177.075398,89.84380294,215.6068453,169.5246393,177.2618662
3288,ML131111a,16.93595308,23.06657002,14.55436523,4.918761055,33.92061948,18.41867523,35.36844993,28.98621711
3289,ML327441a,7.527090259,13.30763655,8.561391309,14.75628317,3.667093998,1.083451484,4.878406886,7.80398153
3290,ML32225a,62.09849463,76.29711623,73.62796526,57.05762824,26.58643148,50.92221974,59.76048436,41.24961666
3291,ML07118a,95.02951452,118.8815532,122.4278957,92.47270784,125.5979694,135.4314355,135.3757911,167.2281756
3292,ML005332a,62.09849463,102.0252136,67.63499134,70.83015919,51.33931597,37.92080193,40.24685681,70.23583377
3293,ML04035a,0,0.88717577,0,0,1.833546999,2.166902968,3.658805165,2.229709009
3294,ML17921a,36.69456501,54.11772198,41.09467828,22.62630085,55.92318346,46.58841381,71.95650158,69.12097927
3295,ML189340a,5.645317694,10.64610924,23.11575653,30.49631854,65.09091846,21.66902968,39.02725509,27.87136261
3296,ML322210a,136.4285109,62.98947968,69.3472696,45.25260171,132.0153839,141.9321444,108.5445532,120.4042865
3297,ML27691a,318.0195634,524.3208801,452.0414611,400.3871499,224.6095074,202.6054275,292.7044132,433.6784022
3298,ML29626a,25.40392962,32.82550349,27.39645219,28.52881412,35.75416648,47.67186529,47.56446714,37.90505315
3299,ML190417a,518.4283416,557.1463836,589.8798612,648.2927071,513.3931597,414.9619183,535.4051558,387.9693675
3300,ML183516a,54.57140438,67.42535853,53.93676525,100.3427255,66.92446546,20.58557819,36.58805165,33.44563513
3301,ML21442a,42.33988271,66.53818276,52.22448699,45.25260171,59.59027746,59.58983161,93.90933256,94.76263287
3302,ML01941a,2.822658847,6.210230391,17.97892175,6.886265477,2.750320498,1.083451484,4.878406886,0
3303,ML233112a,166.536872,388.5829873,244.8557914,275.4506191,189.7721144,100.760988,182.9402582,218.5114828
3304,ML17373a,742.3592768,729.258483,667.7885221,663.0489902,117.3470079,423.6295302,420.762594,649.960176
3305,ML00263a,35.75367873,31.93832772,55.64904351,82.63518573,79.75929445,58.50638013,134.1561894,80.26952431
3306,ML00978a,1623.969723,1368.025038,1460.573357,1546.458476,1350.407365,1339.146034,1259.848578,1264.245008
3307,ML01948a,136.4285109,109.1226197,105.3051131,103.2939822,168.6863239,182.0198493,119.5209687,136.0122495
3308,ML040030a,112.9063539,87.83040124,104.448974,110.1802476,142.0998924,106.1782454,148.79141,147.1607946
3309,ML090111a,359.4185599,353.9831323,335.6065393,327.5894863,449.2190147,392.2094372,413.4449836,373.4762589
3310,ML145836a,11.29063539,34.59985503,20.54733914,36.39883181,13.75160249,9.751063355,12.19601722,16.72281756
3311,ML005325a,2829.245051,2736.937251,2639.476941,2881.410226,4964.328499,3039.081412,3191.697705,3153.923393
3312,ML014011a,31.04924732,23.95374579,25.68417393,36.39883181,44.92190147,30.33664155,54.88207747,50.16845269
3313,ML084431a,705.6647118,799.3453689,1280.78414,1516.945909,595.9027746,289.2815462,925.6777067,772.5941715
3314,ML141117a,430.9259173,907.5808128,585.5991655,936.5321049,497.8080102,431.2136906,567.1148006,491.6508364
3315,ML273214a,9.408862823,1.77435154,3.424556524,4.918761055,22.91933749,4.333805935,12.19601722,13.37825405
3316,ML030233a,363.182105,424.9571939,400.6731133,328.5732385,176.0205119,253.5276472,291.4848115,371.2465499
3317,ML30618a,473.2658,464.8801035,452.8976002,441.7047427,624.3227531,505.971843,495.158299,551.8529796
3318,ML39834a,85.62065169,63.87665545,53.93676525,37.38258402,90.76057644,99.67753651,76.83490846,89.18836035
3319,ML09546a,1878.00902,6009.728667,3363.770645,5298.489409,5711.498901,5398.838744,9872.675937,6015.754905
3320,ML070812a,1538.349072,1033.559772,1076.166888,1122.461273,2273.598279,2049.890207,1168.378449,1306.609479
3321,ML003219a,310.4924732,212.0350091,238.8628175,351.1995393,395.1293782,351.0382808,412.2253819,317.7335337
3322,ML16753a,27.28570219,39.92290966,31.67714784,32.46382296,11.00128199,13.00141781,23.17243271,28.98621711
3323,ML082110a,181.5910525,184.5325602,159.2418783,216.4254864,234.6940158,211.2730394,298.8024218,214.0520648
3324,ML093514a,40.45811014,79.84581931,41.09467828,62.96014151,126.5147429,82.34231277,74.39570502,69.12097927
3325,ML00441a,251.2166374,375.2753508,291.9434436,273.4831147,165.0192299,175.5191404,269.5319805,256.416536
3326,ML190423a,76.21178887,39.03573389,51.36834785,27.54506191,98.09476444,74.75815239,56.10167919,86.95865134
